Metadata: {"arch":"arm64","console_log":"console.log","dist_size":310853568,"engine":"js2py","repository":"https://github.com/PiotrDabkowski/Js2Py.git","revision":"2e017b86e2f18a6c8a842293b1687f2ce7baa12e","revision_date":"2022-11-06"}
compat-table/es6/Proxy.handler.get.invariants.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.get.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.has.instances.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.has.invariants.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.has.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.isExtensible.invariants.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.isExtensible.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.ownKeys.invariants.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.ownKeys.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.preventExtensions.invariants.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.preventExtensions.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.setPrototypeOf.invariants.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.setPrototypeOf.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.set.instances.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.set.invariants.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.handler.set.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.no-prototype.js: ReferenceError: Proxy is not defined
compat-table/es6/Proxy.revocable.js: ReferenceError: Proxy is not defined
compat-table/es6/Reflect.apply.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.construct.Array-subclassing.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.construct.Function-subclassing.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.construct.Promise-subclassing.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.construct.RegExp-subclassing.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.construct.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.construct.new-target.js: SyntaxError: Line 11: Unexpected token .
compat-table/es6/Reflect.construct.third-argument.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.defineProperty.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.deleteProperty.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.getOwnPropertyDescriptor.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.getPrototypeOf.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.get.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.has.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.isExtensible.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.ownKeys.string.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.ownKeys.symbol.js: ReferenceError: Symbol is not defined
compat-table/es6/Reflect.preventExtensions.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.setPrototypeOf.js: ReferenceError: Reflect is not defined
compat-table/es6/Reflect.set.js: ReferenceError: Reflect is not defined
compat-table/es6/RegExp.Symbol.species.js: ReferenceError: Symbol is not defined
compat-table/es6/RegExp.prototype.Symbol.match.js: ReferenceError: Symbol is not defined
compat-table/es6/RegExp.prototype.Symbol.replace.js: ReferenceError: Symbol is not defined
compat-table/es6/RegExp.prototype.Symbol.search.js: ReferenceError: Symbol is not defined
compat-table/es6/RegExp.prototype.Symbol.split.js: ReferenceError: Symbol is not defined
compat-table/es6/RegExp.prototype.flags.js: failed
compat-table/es6/Set.Symbol.species.js: ReferenceError: Set is not defined
compat-table/es6/Set.constructor-accepts-null.js: ReferenceError: Set is not defined
compat-table/es6/Set.constructor-arguments.js: ReferenceError: Set is not defined
compat-table/es6/Set.constructor-invokes-add.js: ReferenceError: Set is not defined
compat-table/es6/Set.constructor-requires-new.js: ReferenceError: Set is not defined
compat-table/es6/Set.iterator-closing.js: ReferenceError: Set is not defined
compat-table/es6/Set.iterator-prototype-chain.js: ReferenceError: Set is not defined
compat-table/es6/Set.js: ReferenceError: Set is not defined
compat-table/es6/Set.prototype-not-instance.js: ReferenceError: Set is not defined
compat-table/es6/Set.prototype.Symbol.iterator.js: ReferenceError: Set is not defined
compat-table/es6/Set.prototype.add-returns-this.js: ReferenceError: Set is not defined
compat-table/es6/Set.prototype.clear.js: ReferenceError: Set is not defined
compat-table/es6/Set.prototype.delete.js: ReferenceError: Set is not defined
compat-table/es6/Set.prototype.entries.js: ReferenceError: Set is not defined
compat-table/es6/Set.prototype.forEach.js: ReferenceError: Set is not defined
compat-table/es6/Set.prototype.keys.js: ReferenceError: Set is not defined
compat-table/es6/Set.prototype.size.js: ReferenceError: Set is not defined
compat-table/es6/Set.prototype.values.js: ReferenceError: Set is not defined
compat-table/es6/Set.zero-key.js: ReferenceError: Set is not defined
compat-table/es6/String.fromCodePoint.js: failed
compat-table/es6/String.iterator-prototype-chain.js: ReferenceError: Symbol is not defined
compat-table/es6/String.prototype.Symbol.iterator.js: ReferenceError: Symbol is not defined
compat-table/es6/String.prototype.codePointAt.js: failed
compat-table/es6/String.prototype.endsWith.js: failed
compat-table/es6/String.prototype.endsWith.throws-regex.js: failed
compat-table/es6/String.prototype.includes.js: failed
compat-table/es6/String.prototype.normalize.js: failed
compat-table/es6/String.prototype.repeat.js: failed
compat-table/es6/String.prototype.startsWith.js: failed
compat-table/es6/String.prototype.startsWith.throws-regex.js: failed
compat-table/es6/String.raw.js: failed
compat-table/es6/Symbol.JSON.stringify.object.js: ReferenceError: Symbol is not defined
compat-table/es6/Symbol.JSON.stringify.primitive.js: ReferenceError: Symbol is not defined
compat-table/es6/Symbol.Object.js: ReferenceError: Symbol is not defined
compat-table/es6/Symbol.String.js: ReferenceError: Symbol is not defined
compat-table/es6/Symbol.defineProperty.js: ReferenceError: Symbol is not defined
compat-table/es6/Symbol.global-registry.js: ReferenceError: Symbol is not defined
compat-table/es6/Symbol.hidden-keys.js: ReferenceError: Symbol is not defined
compat-table/es6/Symbol.js: ReferenceError: Symbol is not defined
compat-table/es6/Symbol.no-coerce.js: ReferenceError: Symbol is not defined
compat-table/es6/Symbol.no-new.js: ReferenceError: Symbol is not defined
compat-table/es6/Symbol.prototype.js: ReferenceError: Symbol is not defined
compat-table/es6/Symbol.typeof.js: ReferenceError: Symbol is not defined
compat-table/es6/WeakMap.accept-primitives.js: ReferenceError: WeakMap is not defined
compat-table/es6/WeakMap.constructor-accepts-null.js: ReferenceError: WeakMap is not defined
compat-table/es6/WeakMap.constructor-arguments.js: ReferenceError: WeakMap is not defined
compat-table/es6/WeakMap.constructor-invokes-set.js: ReferenceError: WeakMap is not defined
compat-table/es6/WeakMap.constructor-requires-new.js: ReferenceError: WeakMap is not defined
compat-table/es6/WeakMap.frozen-keys.js: ReferenceError: WeakMap is not defined
compat-table/es6/WeakMap.iterator-closing.js: failed
compat-table/es6/WeakMap.js: ReferenceError: WeakMap is not defined
compat-table/es6/WeakMap.no-clear.js: ReferenceError: WeakMap is not defined
compat-table/es6/WeakMap.prototype-not-instance.js: ReferenceError: WeakMap is not defined
compat-table/es6/WeakMap.prototype.delete.js: ReferenceError: WeakMap is not defined
compat-table/es6/WeakMap.prototype.set-returns-this.js: ReferenceError: WeakMap is not defined
compat-table/es6/WeakSet.accept-primitives.js: ReferenceError: WeakSet is not defined
compat-table/es6/WeakSet.constructor-accepts-null.js: ReferenceError: WeakSet is not defined
compat-table/es6/WeakSet.constructor-arguments.js: ReferenceError: WeakSet is not defined
compat-table/es6/WeakSet.constructor-invokes-add.js: ReferenceError: WeakSet is not defined
compat-table/es6/WeakSet.constructor-requires-new.js: ReferenceError: WeakSet is not defined
compat-table/es6/WeakSet.iterator-closing.js: failed
compat-table/es6/WeakSet.js: ReferenceError: WeakSet is not defined
compat-table/es6/WeakSet.no-clear.js: ReferenceError: WeakSet is not defined
compat-table/es6/WeakSet.prototype-not-instance.js: ReferenceError: WeakSet is not defined
compat-table/es6/WeakSet.prototype.add-returns-this.js: ReferenceError: WeakSet is not defined
compat-table/es6/WeakSet.prototype.delete.js: ReferenceError: WeakSet is not defined
compat-table/es6/annex-b.RegExp.prototype.compile.js: failed
compat-table/es6/annex-b.RegExp.prototype.compile.returns-this.js: TypeError: 'undefined' is not a function (tried calling property 'compile' of 'RegExp')
compat-table/es6/annex-b.String.prototype.html.existence.js: failed
compat-table/es6/annex-b.String.prototype.html.lowercase.js: TypeError: 'undefined' is not a function (tried calling property 'anchor' of 'String')
compat-table/es6/annex-b.String.prototype.html.quotes-escaped.js: TypeError: 'undefined' is not a function (tried calling property 'anchor' of 'String')
compat-table/es6/annex-b.function.hoisted-block-level.js: failed
compat-table/es6/annex-b.function.if-statement.js: OK
compat-table/es6/annex-b.function.labeled.js: OK
compat-table/es6/annex-b.html-comments.js: OK
compat-table/es6/annex-b.regex.backreferences-octal.js: SyntaxError: Invalid RegExp pattern: '\\\\41' -> '\\\\41'
compat-table/es6/annex-b.regex.hyphens.js: SyntaxError: Invalid RegExp pattern: '[\\\\w-_]' -> '[\\\\w-_]'
compat-table/es6/annex-b.regex.incomplete-patterns.js: OK
compat-table/es6/annex-b.regex.invalid-char-escapes.js: OK
compat-table/es6/annex-b.regex.invalid-control-escapes.js: failed
compat-table/es6/annex-b.regex.invalid-hex-escapes.js: OK
compat-table/es6/annex-b.regex.invalid-unicode-escapes.js: OK
compat-table/es6/annex-b.regex.octal-escapes.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.absent-from-null.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.descriptor.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.getOwnPropertyNames.js: TypeError: 'undefined' is not a function
compat-table/es6/annex-b.__proto__.Object.prototype.get.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.hasOwnProperty.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.set.js: OK
compat-table/es6/annex-b.__proto__.literals.js: failed
compat-table/es6/annex-b.__proto__.literals.multiple-error.js: failed
compat-table/es6/annex-b.__proto__.literals.not-computed.js: NotImplementedError: Shorthand and Computed properties not implemented!
compat-table/es6/annex-b.__proto__.literals.not-shorthand-method.js: failed
compat-table/es6/annex-b.__proto__.literals.not-shorthand-property.js: NotImplementedError: Shorthand and Computed properties not implemented!
compat-table/es6/arrow.0-params.js: SyntaxError: Line 10: ArrowFunction is not supported by ECMA 5.1.
compat-table/es6/arrow.1-param.js: SyntaxError: Line 10: ArrowFunctionExpression is not supported by ECMA 5.1.
compat-table/es6/arrow.5-param.js: SyntaxError: Line 10: ArrowFunction is not supported by ECMA 5.1.
compat-table/es6/arrow.bind.js: SyntaxError: Line 10: ArrowFunctionExpression is not supported by ECMA 5.1.
compat-table/es6/arrow.lexical-arguments.js: SyntaxError: Line 10: ArrowFunctionExpression is not supported by ECMA 5.1.
compat-table/es6/arrow.lexical-super.constructor.js: SyntaxError: Line 12: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/arrow.lexical-super.methods.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/arrow.lexical-this.js: SyntaxError: Line 10: ArrowFunctionExpression is not supported by ECMA 5.1.
compat-table/es6/arrow.new-target.js: SyntaxError: Line 11: ArrowFunctionExpression is not supported by ECMA 5.1.
compat-table/es6/arrow.no-line-break.js: SyntaxError: Line 10: ArrowFunction is not supported by ECMA 5.1.
compat-table/es6/arrow.no-prototype.js: SyntaxError: Line 10: ArrowFunction is not supported by ECMA 5.1.
compat-table/es6/arrow.precedence.js: SyntaxError: Line 10: ArrowFunction is not supported by ECMA 5.1.
compat-table/es6/arrow.this-call-apply.js: SyntaxError: Line 10: ArrowFunction is not supported by ECMA 5.1.
compat-table/es6/class.accessor-properties.js: SyntaxError: Line 11: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.anonymous.js: SyntaxError: Line 10: ClassExpression is not supported by ECMA 5.1.
compat-table/es6/class.block-scoped.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.computed-accessor-properties.js: SyntaxError: Line 11: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.computed-names-tdz.js: SyntaxError: Line 11: ClassExpression is not supported by ECMA 5.1.
compat-table/es6/class.computed-prototype-methods.js: SyntaxError: Line 11: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.computed-static-accessor-properties.js: SyntaxError: KeyError: b"e\xffS\xce&a\xb3w'\xd6.\xc28\xd7\x96x"; Line 11: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.computed-static-methods.js: SyntaxError: Line 11: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.constructor-requires-new.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.constructor.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.expression.js: SyntaxError: Line 10: ClassExpression is not supported by ECMA 5.1.
compat-table/es6/class.extends-expressions.js: SyntaxError: Line 11: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.extends-null.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.extends.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.implicit-strict.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.lexical-name.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.methods-not-enumerable.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.new-target.js: SyntaxError: Line 12: Unexpected token .
compat-table/es6/class.optional-semicolons.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.prototype-methods.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.statement.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.static-accessor-properties.js: SyntaxError: Line 11: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.static-methods.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/class.string-keyed-methods.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/const.basic.js: OK
compat-table/es6/const.block-scoped.js: failed
compat-table/es6/const.for-in.js: failed
compat-table/es6/const.for-loop.js: failed
compat-table/es6/const.for-of.js: SyntaxError: Line 11: Unexpected identifier
compat-table/es6/const.no-redefine.js: failed
compat-table/es6/const.no-statement.js: OK
compat-table/es6/const.shadow.js: OK
compat-table/es6/const.strict.basic.js: OK
compat-table/es6/const.strict.block-scoped.js: failed
compat-table/es6/const.strict.for-in.js: failed
compat-table/es6/const.strict.for-loop.js: failed
compat-table/es6/const.strict.for-of.js: SyntaxError: Line 12: Unexpected identifier
compat-table/es6/const.strict.no-redefine.js: failed
compat-table/es6/const.strict.no-statement.js: OK
compat-table/es6/const.strict.shadow.js: OK
compat-table/es6/const.strict.tdz.js: failed
compat-table/es6/const.tdz.js: failed
compat-table/es6/default-params.arguments.js: NotImplementedError: Defaults not supported
compat-table/es6/default-params.basic.js: NotImplementedError: Defaults not supported
compat-table/es6/default-params.explicit-undefined.js: NotImplementedError: Defaults not supported
compat-table/es6/default-params.new-function.js: NotImplementedError: Defaults not supported
compat-table/es6/default-params.refer-previous.js: NotImplementedError: Defaults not supported
compat-table/es6/default-params.separate-scope.js: NotImplementedError: Defaults not supported
compat-table/es6/default-params.tdz.js: NotImplementedError: Defaults not supported
compat-table/es6/destructuring-assign.array.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.astral-string.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.chained-iterable.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.chained-object.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.computed-properties.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.defaults.js: SyntaxError: Line 11: AssignmentPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-assign.empty-patterns.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.generator.js: SyntaxError: KeyError: b"\xa5T\x1b\xc1\xef\x9d\x8a\xd2Q\xb2'O\x10\x92\xd07"; Line 11: Unexpected token *
compat-table/es6/destructuring-assign.iterable-expression.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.iterable-instance.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.iterable.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.iterator-closing.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.nested-rest.js: SyntaxError: Line 11: Unexpected token .
compat-table/es6/destructuring-assign.nested.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.object-expression.js: SyntaxError: KeyError: b"\xff\xf3=\xb5}\xe8b\xe30\xceLpi'\x18N"; Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.object-primitives.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.object.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.parenthesised-error.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.rest.identical.js: SyntaxError: Line 11: Unexpected token .
compat-table/es6/destructuring-assign.rest.js: SyntaxError: Line 11: Unexpected token .
compat-table/es6/destructuring-assign.sparse-array.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.string.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.throws-null-undefined.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.trailing-comma-iterable.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-assign.trailing-comma-object.js: SyntaxError: Invalid left hand side in assignment!
compat-table/es6/destructuring-decl.array.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.astral-string.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.catch.js: SyntaxError: Line 12: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.computed-properties.js: SyntaxError: Line 11: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.defaults-tdz.js: SyntaxError: Line 10: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.defaults.js: SyntaxError: Line 10: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.for-in.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.for-of.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.generator.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.iterable-instance.js: SyntaxError: Line 34: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.iterable.js: SyntaxError: Line 34: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.iterator-closing.js: SyntaxError: Line 38: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.multiple-var.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.nested.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.object-primitives.js: SyntaxError: KeyError: b"\x14\x1e\xf1O\xc0M\xaf\xd4y'\xd6\x8a\x83Bl\xfb"; Line 10: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.object.js: SyntaxError: Line 10: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.rest.identical.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.rest.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.sparse-array.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.string.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.throws-null-undefined.js: SyntaxError: Line 11: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.trailing-comma-iterable.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-decl.trailing-comma-object.js: SyntaxError: Line 10: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.aliased-defaults-arrow.js: SyntaxError: Line 10: ArrowFunction is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.arguments.js: SyntaxError: Line 10: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.array.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.astral-string.js: SyntaxError: KeyError: b"\xcc\x89\x95'\n\x1e\x12\x8b:\xaeU\x8d\xff\xa3\xad*"; Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.computed-properties.js: SyntaxError: KeyError: b"\xe9\x8a '\x99\x08\xd6\xed7\tU\x06\x88\x10\t\x87"; Line 11: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.defaults-new-function.js: SyntaxError: Line 1: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.defaults-separate-scope.js: SyntaxError: KeyError: b"\xb0'\xb8\x07\xe0I\x91\xf8\xd0'1\xfe\xa3}\xdd\xd1"; Line 10: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.defaults.js: SyntaxError: Line 10: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.duplicate-identifier.js: failed
compat-table/es6/destructuring-params.empty-patterns.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.generator.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.iterable-instance.js: SyntaxError: Line 34: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.iterable.js: SyntaxError: Line 34: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.iterator-closing.js: SyntaxError: Line 38: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.length.js: SyntaxError: Line 10: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.nested.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.new-function.js: SyntaxError: Line 1: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.object-primitives.js: SyntaxError: Line 10: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.object.js: SyntaxError: Line 10: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.rest.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.shorthand-defaults-arrow.js: SyntaxError: Line 10: ArrowFunction is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.sparse-array.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.string.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.throws-null-undefined.js: SyntaxError: Line 11: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.trailing-comma-iterable.js: SyntaxError: Line 10: ArrayPattern is not supported by ECMA 5.1.
compat-table/es6/destructuring-params.trailing-comma-object.js: SyntaxError: Line 10: ObjectPattern is not supported by ECMA 5.1.
compat-table/es6/for-of.array.js: SyntaxError: Line 11: Unexpected identifier
compat-table/es6/for-of.astral-string.js: SyntaxError: Line 11: Unexpected identifier
compat-table/es6/for-of.generator.js: SyntaxError: KeyError: b"\xa6\xe0\xa6\xe06\xea\xe4\x06q'\xcd\xdc\xe2K\x18\xac"; Line 11: Unexpected token *
compat-table/es6/for-of.iterable-instance.js: SyntaxError: Line 36: Unexpected identifier
compat-table/es6/for-of.iterable.js: SyntaxError: Line 36: Unexpected identifier
compat-table/es6/for-of.iterator-closing-break.js: SyntaxError: Line 37: Unexpected identifier
compat-table/es6/for-of.iterator-closing-throw.js: SyntaxError: Line 38: Unexpected identifier
compat-table/es6/for-of.sparse-array.js: SyntaxError: Line 12: Unexpected identifier
compat-table/es6/for-of.string.js: SyntaxError: KeyError: b"_K9\xe3J\x986\xffL'FTq\xcc\x9fX"; Line 11: Unexpected identifier
compat-table/es6/function.block-level-decl.js: failed
compat-table/es6/generators.basic.js: SyntaxError: Line 10: Unexpected token *
compat-table/es6/generators.constructor.js: SyntaxError: Line 10: Unexpected token *
compat-table/es6/generators.expression.js: SyntaxError: KeyError: b"\xf13\x00\xa3\xe1\xee\xe7'w\x1f\xa5!DsR "; Line 10: Unexpected token *
compat-table/es6/generators.no-new-this.js: SyntaxError: Line 10: Unexpected token *
compat-table/es6/generators.prototype-chain.js: SyntaxError: Line 10: Unexpected token *
compat-table/es6/generators.prototype.js: SyntaxError: Line 10: Unexpected token *
compat-table/es6/generators.return.js: SyntaxError: Line 10: Unexpected token *
compat-table/es6/generators.sending.js: SyntaxError: Line 11: Unexpected token *
compat-table/es6/generators.shorthand.class.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/generators.shorthand.computed.class.js: SyntaxError: Line 11: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/generators.shorthand.computed.js: SyntaxError: Line 12: Unexpected token *
compat-table/es6/generators.shorthand.js: SyntaxError: Line 11: Unexpected token *
compat-table/es6/generators.shorthand.no-constructor.js: SyntaxError: Line 10: ClassDeclaration is not supported by ECMA 5.1.
compat-table/es6/generators.shorthand.string-keyed.js: SyntaxError: Line 11: Unexpected token *
compat-table/es6/generators.this.js: SyntaxError: Line 10: Unexpected token *
compat-table/es6/generators.throw.js: SyntaxError: Line 11: Unexpected token *
compat-table/es6/generators.yield-precedence.js: SyntaxError: KeyError: b"{'FD|Hp\xb6\xdcI[g\\\xdd\x87%"; Line 11: Unexpected token *
compat-table/es6/generators.yield-star.array.js: SyntaxError: Line 10: Unexpected token *
compat-table/es6/generators.yield-star.astral-string.js: SyntaxError: Line 10: Unexpected token *
compat-table/es6/generators.yield-star.generator.js: SyntaxError: Line 10: Unexpected token *
compat-table/es6/generators.yield-star.iterable-instance.js: SyntaxError: Line 33: Unexpected token *
compat-table/es6/generators.yield-star.iterable.js: SyntaxError: Line 34: Unexpected token *
compat-table/es6/generators.yield-star.iterator-closing-throw.js: SyntaxError: Line 42: Unexpected token *
compat-table/es6/generators.yield-star.iterator-closing.js: SyntaxError: Line 40: Unexpected token *
compat-table/es6/generators.yield-star.non-iterable-error.js: SyntaxError: Line 10: Unexpected token *
compat-table/es6/generators.yield-star.sparse-array.js: SyntaxError: Line 10: Unexpected token *
compat-table/es6/generators.yield-star.string.js: SyntaxError: Line 10: Unexpected token *
compat-table/es6/let.basic.js: OK
compat-table/es6/let.block-scoped.js: failed
compat-table/es6/let.for-in-shadow.js: OK
compat-table/es6/let.for-iteration.js: failed
compat-table/es6/let.for-loop.js: failed
compat-table/es6/let.no-statement.js: OK
