Metadata: {"arch":"amd64","console_log":"console.log","dist_size":897024,"engine":"jscript","version":"5.8.16428"}
compat-table/es6/Reflect.construct.Promise-subclassing.js: Expected identifier
compat-table/es6/Reflect.construct.RegExp-subclassing.js: exception: [object Error]
compat-table/es6/Reflect.construct.js: exception: [object Error]
compat-table/es6/Reflect.construct.new-target.js: SyntaxError
compat-table/es6/Reflect.construct.third-argument.js: exception: [object Error]
compat-table/es6/Reflect.defineProperty.js: exception: [object Error]
compat-table/es6/Reflect.deleteProperty.js: exception: [object Error]
compat-table/es6/Reflect.getOwnPropertyDescriptor.js: exception: [object Error]
compat-table/es6/Reflect.getPrototypeOf.js: exception: [object Error]
compat-table/es6/Reflect.get.js: exception: [object Error]
compat-table/es6/Reflect.has.js: exception: [object Error]
compat-table/es6/Reflect.isExtensible.js: exception: [object Error]
compat-table/es6/Reflect.ownKeys.string.js: exception: [object Error]
compat-table/es6/Reflect.ownKeys.symbol.js: exception: [object Error]
compat-table/es6/Reflect.preventExtensions.js: exception: [object Error]
compat-table/es6/Reflect.setPrototypeOf.js: exception: [object Error]
compat-table/es6/Reflect.set.js: exception: [object Error]
compat-table/es6/RegExp.Symbol.species.js: exception: [object Error]
compat-table/es6/RegExp.prototype.Symbol.match.js: exception: [object Error]
compat-table/es6/RegExp.prototype.Symbol.replace.js: exception: [object Error]
compat-table/es6/RegExp.prototype.Symbol.search.js: exception: [object Error]
compat-table/es6/RegExp.prototype.Symbol.split.js: exception: [object Error]
compat-table/es6/RegExp.prototype.flags.js: failed
compat-table/es6/Set.Symbol.species.js: exception: [object Error]
compat-table/es6/Set.constructor-accepts-null.js: exception: [object Error]
compat-table/es6/Set.constructor-arguments.js: exception: [object Error]
compat-table/es6/Set.constructor-invokes-add.js: exception: [object Error]
compat-table/es6/Set.constructor-requires-new.js: exception: [object Error]
compat-table/es6/Set.iterator-closing.js: exception: [object Error]
compat-table/es6/Set.iterator-prototype-chain.js: exception: [object Error]
compat-table/es6/Set.js: exception: [object Error]
compat-table/es6/Set.prototype-not-instance.js: exception: [object Error]
compat-table/es6/Set.prototype.Symbol.iterator.js: exception: [object Error]
compat-table/es6/Set.prototype.add-returns-this.js: exception: [object Error]
compat-table/es6/Set.prototype.clear.js: exception: [object Error]
compat-table/es6/Set.prototype.delete.js: Expected identifier
compat-table/es6/Set.prototype.entries.js: exception: [object Error]
compat-table/es6/Set.prototype.forEach.js: exception: [object Error]
compat-table/es6/Set.prototype.keys.js: exception: [object Error]
compat-table/es6/Set.prototype.size.js: exception: [object Error]
compat-table/es6/Set.prototype.values.js: exception: [object Error]
compat-table/es6/Set.zero-key.js: exception: [object Error]
compat-table/es6/String.fromCodePoint.js: failed
compat-table/es6/String.iterator-prototype-chain.js: exception: [object Error]
compat-table/es6/String.prototype.Symbol.iterator.js: exception: [object Error]
compat-table/es6/String.prototype.codePointAt.js: failed
compat-table/es6/String.prototype.endsWith.js: failed
compat-table/es6/String.prototype.endsWith.throws-regex.js: failed
compat-table/es6/String.prototype.includes.js: failed
compat-table/es6/String.prototype.normalize.js: failed
compat-table/es6/String.prototype.repeat.js: failed
compat-table/es6/String.prototype.startsWith.js: failed
compat-table/es6/String.prototype.startsWith.throws-regex.js: failed
compat-table/es6/String.raw.js: failed
compat-table/es6/Symbol.JSON.stringify.object.js: exception: [object Error]
compat-table/es6/Symbol.JSON.stringify.primitive.js: exception: [object Error]
compat-table/es6/Symbol.Object.js: exception: [object Error]
compat-table/es6/Symbol.String.js: exception: [object Error]
compat-table/es6/Symbol.defineProperty.js: exception: [object Error]
compat-table/es6/Symbol.global-registry.js: Expected identifier
compat-table/es6/Symbol.hidden-keys.js: exception: [object Error]
compat-table/es6/Symbol.js: exception: [object Error]
compat-table/es6/Symbol.no-coerce.js: exception: [object Error]
compat-table/es6/Symbol.no-new.js: exception: [object Error]
compat-table/es6/Symbol.prototype.js: exception: [object Error]
compat-table/es6/Symbol.typeof.js: exception: [object Error]
compat-table/es6/WeakMap.accept-primitives.js: Expected identifier
compat-table/es6/WeakMap.constructor-accepts-null.js: exception: [object Error]
compat-table/es6/WeakMap.constructor-arguments.js: exception: [object Error]
compat-table/es6/WeakMap.constructor-invokes-set.js: exception: [object Error]
compat-table/es6/WeakMap.constructor-requires-new.js: exception: [object Error]
compat-table/es6/WeakMap.frozen-keys.js: exception: [object Error]
compat-table/es6/WeakMap.iterator-closing.js: failed
compat-table/es6/WeakMap.js: exception: [object Error]
compat-table/es6/WeakMap.no-clear.js: exception: [object Error]
compat-table/es6/WeakMap.prototype-not-instance.js: exception: [object Error]
compat-table/es6/WeakMap.prototype.delete.js: Expected identifier
compat-table/es6/WeakMap.prototype.set-returns-this.js: exception: [object Error]
compat-table/es6/WeakSet.accept-primitives.js: Expected identifier
compat-table/es6/WeakSet.constructor-accepts-null.js: exception: [object Error]
compat-table/es6/WeakSet.constructor-arguments.js: exception: [object Error]
compat-table/es6/WeakSet.constructor-invokes-add.js: exception: [object Error]
compat-table/es6/WeakSet.constructor-requires-new.js: exception: [object Error]
compat-table/es6/WeakSet.iterator-closing.js: failed
compat-table/es6/WeakSet.js: exception: [object Error]
compat-table/es6/WeakSet.no-clear.js: exception: [object Error]
compat-table/es6/WeakSet.prototype-not-instance.js: exception: [object Error]
compat-table/es6/WeakSet.prototype.add-returns-this.js: exception: [object Error]
compat-table/es6/WeakSet.prototype.delete.js: Expected identifier
compat-table/es6/annex-b.RegExp.prototype.compile.js: OK
compat-table/es6/annex-b.RegExp.prototype.compile.returns-this.js: OK
compat-table/es6/annex-b.String.prototype.html.existence.js: OK
compat-table/es6/annex-b.String.prototype.html.lowercase.js: failed
compat-table/es6/annex-b.String.prototype.html.quotes-escaped.js: failed
compat-table/es6/annex-b.function.hoisted-block-level.js: failed
compat-table/es6/annex-b.function.if-statement.js: OK
compat-table/es6/annex-b.function.labeled.js: OK
compat-table/es6/annex-b.html-comments.js: SyntaxError
compat-table/es6/annex-b.regex.backreferences-octal.js: OK
compat-table/es6/annex-b.regex.hyphens.js: OK
compat-table/es6/annex-b.regex.incomplete-patterns.js: OK
compat-table/es6/annex-b.regex.invalid-char-escapes.js: OK
compat-table/es6/annex-b.regex.invalid-control-escapes.js: exception: [object Error]
compat-table/es6/annex-b.regex.invalid-hex-escapes.js: OK
compat-table/es6/annex-b.regex.invalid-unicode-escapes.js: OK
compat-table/es6/annex-b.regex.octal-escapes.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.absent-from-null.js: exception: [object Error]
compat-table/es6/annex-b.__proto__.Object.prototype.descriptor.js: exception: [object Error]
compat-table/es6/annex-b.__proto__.Object.prototype.getOwnPropertyNames.js: exception: [object Error]
compat-table/es6/annex-b.__proto__.Object.prototype.get.js: failed
compat-table/es6/annex-b.__proto__.Object.prototype.hasOwnProperty.js: failed
compat-table/es6/annex-b.__proto__.Object.prototype.set.js: failed
compat-table/es6/annex-b.__proto__.literals.js: failed
compat-table/es6/annex-b.__proto__.literals.multiple-error.js: failed
compat-table/es6/annex-b.__proto__.literals.not-computed.js: Expected identifier, string or number
compat-table/es6/annex-b.__proto__.literals.not-shorthand-method.js: Expected ':'
compat-table/es6/annex-b.__proto__.literals.not-shorthand-property.js: Expected ':'
compat-table/es6/arrow.0-params.js: SyntaxError
compat-table/es6/arrow.1-param.js: SyntaxError
compat-table/es6/arrow.5-param.js: SyntaxError
compat-table/es6/arrow.bind.js: SyntaxError
compat-table/es6/arrow.lexical-arguments.js: SyntaxError
compat-table/es6/arrow.lexical-super.constructor.js: SyntaxError
compat-table/es6/arrow.lexical-super.methods.js: SyntaxError
compat-table/es6/arrow.lexical-this.js: SyntaxError
compat-table/es6/arrow.new-target.js: SyntaxError
compat-table/es6/arrow.no-line-break.js: SyntaxError
compat-table/es6/arrow.no-prototype.js: SyntaxError
compat-table/es6/arrow.precedence.js: SyntaxError
compat-table/es6/arrow.this-call-apply.js: SyntaxError
compat-table/es6/class.accessor-properties.js: SyntaxError
compat-table/es6/class.anonymous.js: SyntaxError
compat-table/es6/class.block-scoped.js: SyntaxError
compat-table/es6/class.computed-accessor-properties.js: SyntaxError
compat-table/es6/class.computed-names-tdz.js: SyntaxError
compat-table/es6/class.computed-prototype-methods.js: SyntaxError
compat-table/es6/class.computed-static-accessor-properties.js: SyntaxError
compat-table/es6/class.computed-static-methods.js: SyntaxError
compat-table/es6/class.constructor-requires-new.js: SyntaxError
compat-table/es6/class.constructor.js: SyntaxError
compat-table/es6/class.expression.js: SyntaxError
compat-table/es6/class.extends-expressions.js: SyntaxError
compat-table/es6/class.extends-null.js: SyntaxError
compat-table/es6/class.extends.js: SyntaxError
compat-table/es6/class.implicit-strict.js: SyntaxError
compat-table/es6/class.lexical-name.js: SyntaxError
compat-table/es6/class.methods-not-enumerable.js: SyntaxError
compat-table/es6/class.new-target.js: SyntaxError
compat-table/es6/class.optional-semicolons.js: SyntaxError
compat-table/es6/class.prototype-methods.js: SyntaxError
compat-table/es6/class.statement.js: SyntaxError
compat-table/es6/class.static-accessor-properties.js: SyntaxError
compat-table/es6/class.static-methods.js: SyntaxError
compat-table/es6/class.string-keyed-methods.js: SyntaxError
compat-table/es6/const.basic.js: SyntaxError
compat-table/es6/const.block-scoped.js: SyntaxError
compat-table/es6/const.for-in.js: SyntaxError
compat-table/es6/const.for-loop.js: SyntaxError
compat-table/es6/const.for-of.js: SyntaxError
compat-table/es6/const.no-redefine.js: SyntaxError
compat-table/es6/const.no-statement.js: SyntaxError
compat-table/es6/const.shadow.js: SyntaxError
compat-table/es6/const.strict.basic.js: SyntaxError
compat-table/es6/const.strict.block-scoped.js: SyntaxError
compat-table/es6/const.strict.for-in.js: SyntaxError
compat-table/es6/const.strict.for-loop.js: SyntaxError
compat-table/es6/const.strict.for-of.js: SyntaxError
compat-table/es6/const.strict.no-redefine.js: SyntaxError
compat-table/es6/const.strict.no-statement.js: SyntaxError
compat-table/es6/const.strict.shadow.js: SyntaxError
compat-table/es6/const.strict.tdz.js: SyntaxError
compat-table/es6/const.tdz.js: SyntaxError
compat-table/es6/default-params.arguments.js: Expected ')'
compat-table/es6/default-params.basic.js: Expected ')'
compat-table/es6/default-params.explicit-undefined.js: Expected ')'
compat-table/es6/default-params.new-function.js: exception: [object Error]
compat-table/es6/default-params.refer-previous.js: Expected ')'
compat-table/es6/default-params.separate-scope.js: Expected ')'
compat-table/es6/default-params.tdz.js: Expected ')'
compat-table/es6/destructuring-assign.array.js: exception: [object Error]
compat-table/es6/destructuring-assign.astral-string.js: exception: [object Error]
compat-table/es6/destructuring-assign.chained-iterable.js: exception: [object Error]
compat-table/es6/destructuring-assign.chained-object.js: Expected ':'
compat-table/es6/destructuring-assign.computed-properties.js: Expected identifier, string or number
compat-table/es6/destructuring-assign.defaults.js: Expected ':'
compat-table/es6/destructuring-assign.empty-patterns.js: exception: [object Error]
compat-table/es6/destructuring-assign.generator.js: Expected '('
compat-table/es6/destructuring-assign.iterable-expression.js: exception: [object Error]
compat-table/es6/destructuring-assign.iterable-instance.js: exception: [object Error]
compat-table/es6/destructuring-assign.iterable.js: exception: [object Error]
compat-table/es6/destructuring-assign.iterator-closing.js: exception: [object Error]
compat-table/es6/destructuring-assign.nested-rest.js: SyntaxError
compat-table/es6/destructuring-assign.nested.js: Expected ':'
compat-table/es6/destructuring-assign.object-expression.js: Expected ':'
compat-table/es6/destructuring-assign.object-primitives.js: Expected ':'
compat-table/es6/destructuring-assign.object.js: Expected ':'
compat-table/es6/destructuring-assign.parenthesised-error.js: Expected ':'
compat-table/es6/destructuring-assign.rest.js: SyntaxError
compat-table/es6/destructuring-assign.sparse-array.js: exception: [object Error]
compat-table/es6/destructuring-assign.string.js: exception: [object Error]
compat-table/es6/destructuring-assign.throws-null-undefined.js: Expected ':'
compat-table/es6/destructuring-assign.trailing-comma-iterable.js: exception: [object Error]
compat-table/es6/destructuring-assign.trailing-comma-object.js: Expected ':'
compat-table/es6/destructuring-decl.array.js: Expected identifier
compat-table/es6/destructuring-decl.astral-string.js: Expected identifier
compat-table/es6/destructuring-decl.catch.js: Expected identifier
compat-table/es6/destructuring-decl.computed-properties.js: Expected identifier
compat-table/es6/destructuring-decl.defaults-tdz.js: Expected identifier
compat-table/es6/destructuring-decl.defaults.js: Expected identifier
compat-table/es6/destructuring-decl.for-in.js: Expected identifier
compat-table/es6/destructuring-decl.for-of.js: Expected identifier
compat-table/es6/destructuring-decl.generator.js: Expected identifier
compat-table/es6/destructuring-decl.iterable-instance.js: Expected identifier
compat-table/es6/destructuring-decl.iterable.js: Expected identifier
compat-table/es6/destructuring-decl.iterator-closing.js: Expected identifier
compat-table/es6/destructuring-decl.multiple-var.js: Expected identifier
compat-table/es6/destructuring-decl.nested.js: Expected identifier
compat-table/es6/destructuring-decl.object-primitives.js: Expected identifier
compat-table/es6/destructuring-decl.object.js: Expected identifier
compat-table/es6/destructuring-decl.rest.js: Expected identifier
compat-table/es6/destructuring-decl.sparse-array.js: Expected identifier
compat-table/es6/destructuring-decl.string.js: Expected identifier
compat-table/es6/destructuring-decl.throws-null-undefined.js: Expected identifier
compat-table/es6/destructuring-decl.trailing-comma-iterable.js: Expected identifier
compat-table/es6/destructuring-decl.trailing-comma-object.js: Expected identifier
compat-table/es6/destructuring-params.aliased-defaults-arrow.js: SyntaxError
compat-table/es6/destructuring-params.arguments.js: Expected identifier
compat-table/es6/destructuring-params.array.js: Expected identifier
compat-table/es6/destructuring-params.astral-string.js: Expected identifier
compat-table/es6/destructuring-params.computed-properties.js: Expected identifier
compat-table/es6/destructuring-params.defaults-new-function.js: exception: [object Error]
compat-table/es6/destructuring-params.defaults-separate-scope.js: Expected identifier
compat-table/es6/destructuring-params.defaults.js: Expected identifier
compat-table/es6/destructuring-params.duplicate-identifier.js: failed
compat-table/es6/destructuring-params.empty-patterns.js: Expected identifier
compat-table/es6/destructuring-params.generator.js: Expected identifier
compat-table/es6/destructuring-params.iterable-instance.js: Expected identifier
compat-table/es6/destructuring-params.iterable.js: Expected identifier
compat-table/es6/destructuring-params.iterator-closing.js: Expected identifier
compat-table/es6/destructuring-params.length.js: Expected identifier
compat-table/es6/destructuring-params.nested.js: Expected identifier
compat-table/es6/destructuring-params.new-function.js: exception: [object Error]
compat-table/es6/destructuring-params.object-primitives.js: Expected identifier
compat-table/es6/destructuring-params.object.js: Expected identifier
compat-table/es6/destructuring-params.rest.js: Expected identifier
compat-table/es6/destructuring-params.shorthand-defaults-arrow.js: Expected ':'
compat-table/es6/destructuring-params.sparse-array.js: Expected identifier
compat-table/es6/destructuring-params.string.js: Expected identifier
compat-table/es6/destructuring-params.throws-null-undefined.js: Expected identifier
compat-table/es6/destructuring-params.trailing-comma-iterable.js: Expected identifier
compat-table/es6/destructuring-params.trailing-comma-object.js: Expected identifier
compat-table/es6/for-of.array.js: Expected ';'
compat-table/es6/for-of.astral-string.js: Expected ';'
compat-table/es6/for-of.generator.js: Expected '('
compat-table/es6/for-of.iterable-instance.js: Expected ';'
compat-table/es6/for-of.iterable.js: Expected ';'
compat-table/es6/for-of.iterator-closing-break.js: Expected ';'
compat-table/es6/for-of.iterator-closing-throw.js: Expected ';'
compat-table/es6/for-of.sparse-array.js: Expected ';'
compat-table/es6/for-of.string.js: Expected ';'
compat-table/es6/function.block-level-decl.js: failed
compat-table/es6/generators.basic.js: Expected '('
compat-table/es6/generators.constructor.js: Expected '('
compat-table/es6/generators.expression.js: Expected '('
compat-table/es6/generators.no-new-this.js: Expected '('
compat-table/es6/generators.prototype-chain.js: Expected '('
compat-table/es6/generators.prototype.js: Expected '('
compat-table/es6/generators.return.js: Expected '('
compat-table/es6/generators.sending.js: Expected '('
compat-table/es6/generators.shorthand.class.js: SyntaxError
compat-table/es6/generators.shorthand.computed.class.js: SyntaxError
compat-table/es6/generators.shorthand.computed.js: Expected identifier, string or number
compat-table/es6/generators.shorthand.js: Expected identifier, string or number
compat-table/es6/generators.shorthand.no-constructor.js: SyntaxError
compat-table/es6/generators.shorthand.string-keyed.js: Expected identifier, string or number
compat-table/es6/generators.this.js: Expected '('
compat-table/es6/generators.throw.js: Expected '('
compat-table/es6/generators.yield-precedence.js: Expected '('
compat-table/es6/generators.yield-star.array.js: Expected '('
compat-table/es6/generators.yield-star.astral-string.js: Expected '('
compat-table/es6/generators.yield-star.generator.js: Expected '('
compat-table/es6/generators.yield-star.iterable-instance.js: Expected '('
compat-table/es6/generators.yield-star.iterable.js: Expected '('
compat-table/es6/generators.yield-star.iterator-closing-throw.js: Expected '('
compat-table/es6/generators.yield-star.iterator-closing.js: Expected '('
compat-table/es6/generators.yield-star.non-iterable-error.js: Expected '('
compat-table/es6/generators.yield-star.sparse-array.js: Expected '('
compat-table/es6/generators.yield-star.string.js: Expected '('
compat-table/es6/let.basic.js: Expected ';'
compat-table/es6/let.block-scoped.js: Expected ';'
compat-table/es6/let.for-in-shadow.js: failed
compat-table/es6/let.for-iteration.js: Expected ';'
compat-table/es6/let.for-loop.js: Expected ';'
compat-table/es6/let.no-statement.js: Expected ';'
compat-table/es6/let.shadow.js: Expected ';'
compat-table/es6/let.strict.basic.js: Expected ';'
compat-table/es6/let.strict.block-scoped.js: Expected ';'
compat-table/es6/let.strict.for-in-shadow.js: failed
compat-table/es6/let.strict.for-iteration.js: Expected ';'
compat-table/es6/let.strict.for-loop.js: Expected ';'
compat-table/es6/let.strict.no-statement.js: Expected ';'
compat-table/es6/let.strict.shadow.js: Expected ';'
compat-table/es6/let.strict.tdz.js: Expected ';'
compat-table/es6/let.tdz.js: Expected ';'
compat-table/es6/literals.binary.Number.js: failed
compat-table/es6/literals.binary.js: Expected ';'
compat-table/es6/literals.object.computed-accessors.js: Expected ':'
compat-table/es6/literals.object.computed-properties.js: Expected identifier, string or number
compat-table/es6/literals.object.computed-shorthand-methods.js: Expected identifier, string or number
compat-table/es6/literals.object.shorthand-methods.js: Expected ':'
compat-table/es6/literals.object.shorthand-properties.js: Expected ':'
compat-table/es6/literals.object.string-keyed-shorthand-methods.js: Expected ':'
compat-table/es6/literals.octal.Number.js: failed
compat-table/es6/literals.octal.js: Expected ';'
compat-table/es6/misc.Invalid-Date.js: failed
compat-table/es6/misc.Object.freeze.primitives.js: exception: [object Error]
compat-table/es6/misc.Object.getOwnPropertyDescriptor.primitives.js: exception: [object Error]
compat-table/es6/misc.Object.getOwnPropertyNames.primitives.js: exception: [object Error]
compat-table/es6/misc.Object.getPrototypeOf.primitives.js: exception: [object Error]
compat-table/es6/misc.Object.isExtensible.primitives.js: exception: [object Error]
compat-table/es6/misc.Object.isFrozen.primitives.js: exception: [object Error]
compat-table/es6/misc.Object.isSealed.primitives.js: exception: [object Error]
compat-table/es6/misc.Object.keys.primitives.js: exception: [object Error]
compat-table/es6/misc.Object.preventExtensions.primitives.js: exception: [object Error]
compat-table/es6/misc.Object.seal.primitives.js: exception: [object Error]
compat-table/es6/misc.Proxy.defineProperty.SetIntegrityLevel.js: exception: [object Error]
compat-table/es6/misc.Proxy.defineProperty.Set.js: exception: [object Error]
compat-table/es6/misc.Proxy.deleteProperty.Array.copyWithin.js: exception: [object Error]
compat-table/es6/misc.Proxy.deleteProperty.Array.pop.js: exception: [object Error]
compat-table/es6/misc.Proxy.deleteProperty.Array.reverse.js: exception: [object Error]
compat-table/es6/misc.Proxy.deleteProperty.Array.shift.js: exception: [object Error]
compat-table/es6/misc.Proxy.deleteProperty.Array.splice.js: exception: [object Error]
compat-table/es6/misc.Proxy.deleteProperty.Array.unshift.js: exception: [object Error]
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Function.bind.js: exception: [object Error]
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Object.assign.js: exception: [object Error]
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Object.hasOwnProperty.js: exception: [object Error]
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Set.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.Array.concat.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.Array.from.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.Array.iteration.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.Array.pop.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.Array.reverse.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.Array.shift.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.Array.splice.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.Array.toString.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.ClassDefinitionEvaluation.js: SyntaxError
compat-table/es6/misc.Proxy.get.CreateDynamicFunction.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.CreateListFromArrayLike.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.Date.toJSON.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.Error.toString.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.Function.bind.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.HasBinding.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.IteratorComplete.js: Expected ';'
compat-table/es6/misc.Proxy.get.JSON.stringify.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.Object.assign.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.Object.defineProperties.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.Promise.resolve.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.RegExp-constructor.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.RegExp.Symbol.match.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.RegExp.Symbol.replace.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.RegExp.Symbol.search.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.RegExp.Symbol.split.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.RegExp.flags.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.RegExp.test.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.RegExp.toString.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.String.match.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.String.raw.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.String.replace.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.String.search.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.String.split.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.ToPrimitive.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.ToPropertyDescriptor.js: exception: [object Error]
compat-table/es6/misc.Proxy.get.instanceof.js: exception: [object Error]
compat-table/es6/misc.Proxy.ownKeys.SerializeJSONObject.js: exception: [object Error]
compat-table/es6/misc.Proxy.ownKeys.SetIntegrityLevel.js: exception: [object Error]
compat-table/es6/misc.Proxy.ownKeys.TestIntegrityLevel.js: exception: [object Error]
compat-table/es6/misc.Proxy.set.Array.copyWithin.js: exception: [object Error]
compat-table/es6/misc.Proxy.set.Array.fill.js: exception: [object Error]
compat-table/es6/misc.Proxy.set.Array.from.js: exception: [object Error]
compat-table/es6/misc.Proxy.set.Array.of.js: exception: [object Error]
compat-table/es6/misc.Proxy.set.Array.pop.js: exception: [object Error]
compat-table/es6/misc.Proxy.set.Array.push.js: exception: [object Error]
compat-table/es6/misc.Proxy.set.Array.reverse.js: exception: [object Error]
compat-table/es6/misc.Proxy.set.Array.shift.js: exception: [object Error]
compat-table/es6/misc.Proxy.set.Array.splice.js: exception: [object Error]
compat-table/es6/misc.Proxy.set.Array.unshift.js: exception: [object Error]
compat-table/es6/misc.Proxy.set.Object.assign.js: exception: [object Error]
compat-table/es6/misc.RegExp-alter-flags.js: exception: [object Error]
compat-table/es6/misc.RegExp-prototype-toString-generic.js: exception: [object Error]
compat-table/es6/misc.accessors-no-constructor.js: Expected ':'
compat-table/es6/misc.bound-function-prototype.arrow.js: SyntaxError
compat-table/es6/misc.bound-function-prototype.class.js: SyntaxError
compat-table/es6/misc.bound-function-prototype.function.js: exception: [object Error]
compat-table/es6/misc.bound-function-prototype.generator.js: Expected '('
compat-table/es6/misc.bound-function-prototype.subclass.js: SyntaxError
compat-table/es6/misc.do-while-no-semicolon.js: OK
compat-table/es6/misc.duplicate-properties-strict.js: failed
compat-table/es6/misc.for-in-no-assignment-strict.js: failed
compat-table/es6/misc.function-length-configurable.js: exception: [object Error]
compat-table/es6/misc.identifier-syntax.no-escaped-reserved.js: OK
compat-table/es6/misc.identifier-syntax.var-1.js: failed
compat-table/es6/misc.identifier-syntax.var-2.js: Invalid character
compat-table/es6/misc.property-order.JSON.parse.js: exception: [object Error]
compat-table/es6/misc.property-order.JSON.stringify.js: exception: [object Error]
compat-table/es6/misc.property-order.Object.assign.js: exception: [object Error]
compat-table/es6/misc.property-order.Object.getOwnPropertyNames.js: exception: [object Error]
compat-table/es6/misc.property-order.Object.keys.js: exception: [object Error]
compat-table/es6/misc.property-order.Reflect.ownKeys.string.js: exception: [object Error]
compat-table/es6/misc.property-order.Reflect.ownKeys.symbol.js: exception: [object Error]
compat-table/es6/misc.prototypes-not-instances.js: failed
compat-table/es6/new-target.assignment-error.js: SyntaxError
compat-table/es6/new-target.constructor.js: SyntaxError
compat-table/es6/regex.flags.u.case-folding.js: Expected ')'
compat-table/es6/regex.flags.u.codepoint.js: Expected ')'
compat-table/es6/regex.flags.u.js: Expected ')'
compat-table/es6/regex.flags.u.non-bmp.js: Expected ')'
compat-table/es6/regex.flags.y.js: exception: [object Error]
compat-table/es6/regex.flags.y.lastIndex.js: exception: [object Error]
compat-table/es6/rest-params.arguments.js: Expected identifier
compat-table/es6/rest-params.basic.js: Expected identifier
compat-table/es6/rest-params.length.js: Expected identifier
compat-table/es6/rest-params.new-function.js: exception: [object Error]
compat-table/es6/rest-params.no-setter.js: Expected identifier
compat-table/es6/spread.array-call.js: SyntaxError
compat-table/es6/spread.array-literal.js: SyntaxError
compat-table/es6/spread.astral-call.js: SyntaxError
compat-table/es6/spread.astral-literal.js: SyntaxError
compat-table/es6/spread.generator-call.js: Expected '('
compat-table/es6/spread.generator-literal.js: Expected '('
compat-table/es6/spread.iterable-call.js: SyntaxError
compat-table/es6/spread.iterable-instance-call.js: SyntaxError
compat-table/es6/spread.iterable-instance-literal.js: SyntaxError
compat-table/es6/spread.iterable-literal.js: SyntaxError
compat-table/es6/spread.non-iterable-error.js: SyntaxError
compat-table/es6/spread.sparse-call.js: SyntaxError
compat-table/es6/spread.sparse-literal.js: SyntaxError
compat-table/es6/spread.string-call.js: SyntaxError
compat-table/es6/spread.string-literal.js: SyntaxError
compat-table/es6/subclassing.Array.concat.js: SyntaxError
compat-table/es6/subclassing.Array.filter.js: SyntaxError
compat-table/es6/subclassing.Array.from.js: SyntaxError
compat-table/es6/subclassing.Array.isArray.js: SyntaxError
compat-table/es6/subclassing.Array.length-access.js: SyntaxError
compat-table/es6/subclassing.Array.length-set.js: SyntaxError
compat-table/es6/subclassing.Array.map.js: SyntaxError
compat-table/es6/subclassing.Array.of.js: SyntaxError
compat-table/es6/subclassing.Array.prototype-chain.js: SyntaxError
compat-table/es6/subclassing.Array.slice.js: SyntaxError
compat-table/es6/subclassing.Array.splice.js: SyntaxError
compat-table/es6/subclassing.Function.call.js: SyntaxError
compat-table/es6/subclassing.Function.new.js: SyntaxError
compat-table/es6/subclassing.Function.prototype-chain.js: SyntaxError
compat-table/es6/subclassing.Function.prototype.apply.js: SyntaxError
compat-table/es6/subclassing.Function.prototype.bind.js: SyntaxError
compat-table/es6/subclassing.Function.prototype.call.js: SyntaxError
compat-table/es6/subclassing.Promise.all.js: SyntaxError
compat-table/es6/subclassing.Promise.js: SyntaxError
compat-table/es6/subclassing.Promise.prototype-chain.js: SyntaxError
compat-table/es6/subclassing.Promise.race.js: SyntaxError
compat-table/es6/subclassing.RegExp.exec.js: SyntaxError
