Metadata: {"arch":"arm64","console_log":"console.log","dist_size":208475,"engine":"narcissus","repository":"https://github.com/ivankra/narcissus.git","revision":"a1eae5c735c3932cc435d869e68933d469d419f6","revision_date":"2025-10-08"}
compat-table/es6/Reflect.ownKeys.symbol.js: failed
compat-table/es6/Reflect.preventExtensions.js: OK
compat-table/es6/Reflect.setPrototypeOf.js: OK
compat-table/es6/Reflect.set.js: OK
compat-table/es6/RegExp.Symbol.species.js: failed
compat-table/es6/RegExp.prototype.Symbol.match.js: failed
compat-table/es6/RegExp.prototype.Symbol.replace.js: failed
compat-table/es6/RegExp.prototype.Symbol.search.js: failed
compat-table/es6/RegExp.prototype.Symbol.split.js: failed
compat-table/es6/RegExp.prototype.flags.js: OK
compat-table/es6/Set.Symbol.species.js: failed
compat-table/es6/Set.constructor-accepts-null.js: OK
compat-table/es6/Set.constructor-arguments.js: OK
compat-table/es6/Set.constructor-invokes-add.js: OK
compat-table/es6/Set.constructor-requires-new.js: OK
compat-table/es6/Set.iterator-closing.js: failed
compat-table/es6/Set.iterator-prototype-chain.js: TypeError: new Set()[Symbol.iterator] is not callable
compat-table/es6/Set.js: OK
compat-table/es6/Set.prototype-not-instance.js: OK
compat-table/es6/Set.prototype.Symbol.iterator.js: failed
compat-table/es6/Set.prototype.add-returns-this.js: OK
compat-table/es6/Set.prototype.clear.js: OK
compat-table/es6/Set.prototype.delete.js: OK
compat-table/es6/Set.prototype.entries.js: OK
compat-table/es6/Set.prototype.forEach.js: OK
compat-table/es6/Set.prototype.keys.js: OK
compat-table/es6/Set.prototype.size.js: OK
compat-table/es6/Set.prototype.values.js: OK
compat-table/es6/Set.zero-key.js: OK
compat-table/es6/String.fromCodePoint.js: failed
compat-table/es6/String.iterator-prototype-chain.js: TypeError: ""[Symbol.iterator] is not callable
compat-table/es6/String.prototype.Symbol.iterator.js: failed
compat-table/es6/String.prototype.codePointAt.js: OK
compat-table/es6/String.prototype.endsWith.js: OK
compat-table/es6/String.prototype.endsWith.throws-regex.js: OK
compat-table/es6/String.prototype.includes.js: OK
compat-table/es6/String.prototype.normalize.js: failed
compat-table/es6/String.prototype.repeat.js: OK
compat-table/es6/String.prototype.startsWith.js: OK
compat-table/es6/String.prototype.startsWith.throws-regex.js: OK
compat-table/es6/String.raw.js: failed
compat-table/es6/Symbol.JSON.stringify.object.js: OK
compat-table/es6/Symbol.JSON.stringify.primitive.js: failed
compat-table/es6/Symbol.Object.js: OK
compat-table/es6/Symbol.String.js: TypeError: can't convert symbol to string
compat-table/es6/Symbol.defineProperty.js: failed
compat-table/es6/Symbol.global-registry.js: OK
compat-table/es6/Symbol.hidden-keys.js: failed
compat-table/es6/Symbol.js: OK
compat-table/es6/Symbol.no-coerce.js: OK
compat-table/es6/Symbol.no-new.js: OK
compat-table/es6/Symbol.prototype.js: TypeError: symbol (type symbol) has no properties
compat-table/es6/Symbol.typeof.js: OK
compat-table/es6/WeakMap.accept-primitives.js: OK
compat-table/es6/WeakMap.constructor-accepts-null.js: OK
compat-table/es6/WeakMap.constructor-arguments.js: OK
compat-table/es6/WeakMap.constructor-invokes-set.js: OK
compat-table/es6/WeakMap.constructor-requires-new.js: OK
compat-table/es6/WeakMap.frozen-keys.js: OK
compat-table/es6/WeakMap.iterator-closing.js: failed
compat-table/es6/WeakMap.js: OK
compat-table/es6/WeakMap.no-clear.js: OK
compat-table/es6/WeakMap.prototype-not-instance.js: OK
compat-table/es6/WeakMap.prototype.delete.js: OK
compat-table/es6/WeakMap.prototype.set-returns-this.js: OK
compat-table/es6/WeakSet.accept-primitives.js: OK
compat-table/es6/WeakSet.constructor-accepts-null.js: OK
compat-table/es6/WeakSet.constructor-arguments.js: OK
compat-table/es6/WeakSet.constructor-invokes-add.js: OK
compat-table/es6/WeakSet.constructor-requires-new.js: OK
compat-table/es6/WeakSet.iterator-closing.js: failed
compat-table/es6/WeakSet.js: OK
compat-table/es6/WeakSet.no-clear.js: OK
compat-table/es6/WeakSet.prototype-not-instance.js: OK
compat-table/es6/WeakSet.prototype.add-returns-this.js: OK
compat-table/es6/WeakSet.prototype.delete.js: OK
compat-table/es6/annex-b.RegExp.prototype.compile.js: OK
compat-table/es6/annex-b.RegExp.prototype.compile.returns-this.js: OK
compat-table/es6/annex-b.String.prototype.html.existence.js: OK
compat-table/es6/annex-b.String.prototype.html.lowercase.js: OK
compat-table/es6/annex-b.String.prototype.html.quotes-escaped.js: OK
compat-table/es6/annex-b.function.hoisted-block-level.js: OK
compat-table/es6/annex-b.function.if-statement.js: OK
compat-table/es6/annex-b.function.labeled.js: OK
compat-table/es6/annex-b.html-comments.js: SyntaxError: 9: missing operand; found >
compat-table/es6/annex-b.regex.backreferences-octal.js: OK
compat-table/es6/annex-b.regex.hyphens.js: OK
compat-table/es6/annex-b.regex.incomplete-patterns.js: OK
compat-table/es6/annex-b.regex.invalid-char-escapes.js: OK
compat-table/es6/annex-b.regex.invalid-control-escapes.js: OK
compat-table/es6/annex-b.regex.invalid-hex-escapes.js: OK
compat-table/es6/annex-b.regex.invalid-unicode-escapes.js: OK
compat-table/es6/annex-b.regex.octal-escapes.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.absent-from-null.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.descriptor.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.getOwnPropertyNames.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.get.js: failed
compat-table/es6/annex-b.__proto__.Object.prototype.hasOwnProperty.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.set.js: OK
compat-table/es6/annex-b.__proto__.literals.js: failed
compat-table/es6/annex-b.__proto__.literals.multiple-error.js: failed
compat-table/es6/annex-b.__proto__.literals.not-computed.js: SyntaxError: 14: Invalid property name
compat-table/es6/annex-b.__proto__.literals.not-shorthand-method.js: SyntaxError: 13: missing : after property
compat-table/es6/annex-b.__proto__.literals.not-shorthand-property.js: failed
compat-table/es6/arrow.0-params.js: SyntaxError: 10: missing operand; found )
compat-table/es6/arrow.1-param.js: SyntaxError: 10: missing operand; found >
compat-table/es6/arrow.5-param.js: SyntaxError: 10: Bad left-hand side of assignment
compat-table/es6/arrow.bind.js: SyntaxError: 10: missing operand; found >
compat-table/es6/arrow.lexical-arguments.js: SyntaxError: 10: missing operand; found >
compat-table/es6/arrow.lexical-super.constructor.js: SyntaxError: 12: missing ; before statement
compat-table/es6/arrow.lexical-super.methods.js: SyntaxError: 10: missing ; before statement
compat-table/es6/arrow.lexical-this.js: SyntaxError: 10: missing operand; found >
compat-table/es6/arrow.new-target.js: SyntaxError: 11: missing operand; found >
compat-table/es6/arrow.no-line-break.js: SyntaxError: 10: missing operand; found )
compat-table/es6/arrow.no-prototype.js: SyntaxError: 10: missing operand; found )
compat-table/es6/arrow.precedence.js: SyntaxError: 10: missing operand; found )
compat-table/es6/arrow.this-call-apply.js: SyntaxError: 10: missing operand; found )
compat-table/es6/class.accessor-properties.js: SyntaxError: 11: missing ; before statement
compat-table/es6/class.anonymous.js: SyntaxError: 10: missing ; before statement
compat-table/es6/class.block-scoped.js: SyntaxError: 10: missing ; before statement
compat-table/es6/class.computed-accessor-properties.js: SyntaxError: 11: missing ; before statement
compat-table/es6/class.computed-names-tdz.js: SyntaxError: 11: missing ; before statement
compat-table/es6/class.computed-prototype-methods.js: SyntaxError: 11: missing ; before statement
compat-table/es6/class.computed-static-accessor-properties.js: SyntaxError: 11: missing ; before statement
compat-table/es6/class.computed-static-methods.js: SyntaxError: 11: missing ; before statement
compat-table/es6/class.constructor-requires-new.js: SyntaxError: 10: missing ; before statement
compat-table/es6/class.constructor.js: SyntaxError: 10: missing ; before statement
compat-table/es6/class.expression.js: SyntaxError: 10: missing ; before statement
compat-table/es6/class.extends-expressions.js: SyntaxError: 11: missing ; before statement
compat-table/es6/class.extends-null.js: SyntaxError: 10: missing ; before statement
compat-table/es6/class.extends.js: SyntaxError: 10: missing ; before statement
compat-table/es6/class.implicit-strict.js: SyntaxError: 10: missing ; before statement
compat-table/es6/class.lexical-name.js: SyntaxError: 10: missing ; before statement
compat-table/es6/class.methods-not-enumerable.js: SyntaxError: 10: missing ; before statement
compat-table/es6/class.new-target.js: SyntaxError: 12: missing operand; found .
compat-table/es6/class.optional-semicolons.js: SyntaxError: 10: missing ; before statement
compat-table/es6/class.prototype-methods.js: SyntaxError: 10: missing ; before statement
compat-table/es6/class.statement.js: SyntaxError: 10: missing ; before statement
compat-table/es6/class.static-accessor-properties.js: SyntaxError: 11: missing ; before statement
compat-table/es6/class.static-methods.js: SyntaxError: 10: missing ; before statement
compat-table/es6/class.string-keyed-methods.js: SyntaxError: 10: missing ; before statement
compat-table/es6/const.basic.js: OK
compat-table/es6/const.block-scoped.js: TypeError: Redeclaration of const bar
compat-table/es6/const.for-in.js: ReferenceError: Invalid assignment left-hand side
compat-table/es6/const.for-loop.js: TypeError: Redeclaration of const baz
compat-table/es6/const.for-of.js: SyntaxError: 11: Missing ;
compat-table/es6/const.no-redefine.js: failed
compat-table/es6/const.no-statement.js: failed
compat-table/es6/const.shadow.js: TypeError: Redeclaration of const bar
compat-table/es6/const.strict.basic.js: OK
compat-table/es6/const.strict.block-scoped.js: TypeError: Redeclaration of const bar
compat-table/es6/const.strict.for-in.js: ReferenceError: Invalid assignment left-hand side
compat-table/es6/const.strict.for-loop.js: TypeError: Redeclaration of const baz
compat-table/es6/const.strict.for-of.js: SyntaxError: 12: Missing ;
compat-table/es6/const.strict.no-redefine.js: failed
compat-table/es6/const.strict.no-statement.js: failed
compat-table/es6/const.strict.shadow.js: TypeError: Redeclaration of const bar
compat-table/es6/const.strict.tdz.js: failed
compat-table/es6/const.tdz.js: failed
compat-table/es6/default-params.arguments.js: SyntaxError: 10: Missing )
compat-table/es6/default-params.basic.js: SyntaxError: 10: Missing )
compat-table/es6/default-params.explicit-undefined.js: SyntaxError: 10: Missing )
compat-table/es6/default-params.new-function.js: SyntaxError: 1: Missing )
compat-table/es6/default-params.refer-previous.js: SyntaxError: 10: Missing )
compat-table/es6/default-params.separate-scope.js: SyntaxError: 10: Missing )
compat-table/es6/default-params.tdz.js: SyntaxError: 10: Missing )
compat-table/es6/destructuring-assign.array.js: ReferenceError: Invalid assignment left-hand side
compat-table/es6/destructuring-assign.astral-string.js: ReferenceError: Invalid assignment left-hand side
compat-table/es6/destructuring-assign.chained-iterable.js: ReferenceError: Invalid assignment left-hand side
compat-table/es6/destructuring-assign.chained-object.js: TypeError: can't access property "length", node2.params is undefined
compat-table/es6/destructuring-assign.computed-properties.js: SyntaxError: 11: Invalid property name
compat-table/es6/destructuring-assign.defaults.js: SyntaxError: 11: missing : after property
compat-table/es6/destructuring-assign.empty-patterns.js: ReferenceError: Invalid assignment left-hand side
compat-table/es6/destructuring-assign.generator.js: SyntaxError: 11: missing ; before statement
compat-table/es6/destructuring-assign.iterable-expression.js: ReferenceError: Invalid assignment left-hand side
compat-table/es6/destructuring-assign.iterable-instance.js: ReferenceError: Invalid assignment left-hand side
compat-table/es6/destructuring-assign.iterable.js: ReferenceError: Invalid assignment left-hand side
compat-table/es6/destructuring-assign.iterator-closing.js: ReferenceError: Invalid assignment left-hand side
compat-table/es6/destructuring-assign.nested-rest.js: SyntaxError: 11: missing operand; found .
compat-table/es6/destructuring-assign.nested.js: TypeError: can't access property "length", node2.params is undefined
compat-table/es6/destructuring-assign.object-expression.js: TypeError: can't access property "length", node2.params is undefined
compat-table/es6/destructuring-assign.object-primitives.js: TypeError: can't access property "length", node2.params is undefined
compat-table/es6/destructuring-assign.object.js: TypeError: can't access property "length", node2.params is undefined
compat-table/es6/destructuring-assign.parenthesised-error.js: TypeError: can't access property "length", node2.params is undefined
compat-table/es6/destructuring-assign.rest.identical.js: SyntaxError: 11: missing operand; found .
compat-table/es6/destructuring-assign.rest.js: SyntaxError: 11: missing operand; found .
compat-table/es6/destructuring-assign.sparse-array.js: ReferenceError: Invalid assignment left-hand side
compat-table/es6/destructuring-assign.string.js: ReferenceError: Invalid assignment left-hand side
compat-table/es6/destructuring-assign.throws-null-undefined.js: OK
compat-table/es6/destructuring-assign.trailing-comma-iterable.js: ReferenceError: Invalid assignment left-hand side
compat-table/es6/destructuring-assign.trailing-comma-object.js: TypeError: can't access property "length", node2.params is undefined
compat-table/es6/destructuring-decl.array.js: TypeError: can't access property "object", s is null
compat-table/es6/destructuring-decl.astral-string.js: TypeError: can't access property "object", s is null
compat-table/es6/destructuring-decl.catch.js: ReferenceError: i is not defined
compat-table/es6/destructuring-decl.computed-properties.js: SyntaxError: 11: Invalid property name
compat-table/es6/destructuring-decl.defaults-tdz.js: SyntaxError: 10: missing : after property
compat-table/es6/destructuring-decl.defaults.js: SyntaxError: 10: missing : after property
compat-table/es6/destructuring-decl.for-in.js: exception: PANIC: unknown operation undefined: [object Object]
compat-table/es6/destructuring-decl.for-of.js: SyntaxError: 10: Missing =
compat-table/es6/destructuring-decl.generator.js: SyntaxError: 10: missing ; before statement
compat-table/es6/destructuring-decl.iterable-instance.js: TypeError: can't access property "object", s is null
compat-table/es6/destructuring-decl.iterable.js: TypeError: can't access property "object", s is null
compat-table/es6/destructuring-decl.iterator-closing.js: TypeError: can't access property "object", s is null
compat-table/es6/destructuring-decl.multiple-var.js: TypeError: can't access property "object", s is null
compat-table/es6/destructuring-decl.nested.js: TypeError: can't access property "object", s is null
compat-table/es6/destructuring-decl.object-primitives.js: TypeError: can't access property "object", s is null
compat-table/es6/destructuring-decl.object.js: TypeError: can't access property "object", s is null
compat-table/es6/destructuring-decl.rest.identical.js: SyntaxError: 10: missing operand; found .
compat-table/es6/destructuring-decl.rest.js: SyntaxError: 10: missing operand; found .
compat-table/es6/destructuring-decl.sparse-array.js: TypeError: can't access property "object", s is null
compat-table/es6/destructuring-decl.string.js: TypeError: can't access property "object", s is null
compat-table/es6/destructuring-decl.throws-null-undefined.js: OK
compat-table/es6/destructuring-decl.trailing-comma-iterable.js: TypeError: can't access property "object", s is null
compat-table/es6/destructuring-decl.trailing-comma-object.js: TypeError: can't access property "object", s is null
compat-table/es6/destructuring-params.aliased-defaults-arrow.js: SyntaxError: 10: Bad left-hand side of assignment
compat-table/es6/destructuring-params.arguments.js: OK
compat-table/es6/destructuring-params.array.js: ReferenceError: a is not defined
compat-table/es6/destructuring-params.astral-string.js: ReferenceError: c is not defined
compat-table/es6/destructuring-params.computed-properties.js: SyntaxError: 11: Invalid property name
compat-table/es6/destructuring-params.defaults-new-function.js: SyntaxError: 1: missing : after property
compat-table/es6/destructuring-params.defaults-separate-scope.js: SyntaxError: 10: missing : after property
compat-table/es6/destructuring-params.defaults.js: SyntaxError: 10: missing : after property
compat-table/es6/destructuring-params.duplicate-identifier.js: failed
compat-table/es6/destructuring-params.empty-patterns.js: OK
compat-table/es6/destructuring-params.generator.js: SyntaxError: 12: missing ; before statement
compat-table/es6/destructuring-params.iterable-instance.js: ReferenceError: a is not defined
compat-table/es6/destructuring-params.iterable.js: ReferenceError: a is not defined
compat-table/es6/destructuring-params.iterator-closing.js: failed
compat-table/es6/destructuring-params.length.js: OK
compat-table/es6/destructuring-params.nested.js: ReferenceError: e is not defined
compat-table/es6/destructuring-params.new-function.js: ReferenceError: a is not defined
compat-table/es6/destructuring-params.object-primitives.js: ReferenceError: toFixed is not defined
compat-table/es6/destructuring-params.object.js: ReferenceError: c is not defined
compat-table/es6/destructuring-params.rest.js: SyntaxError: 10: missing operand; found .
compat-table/es6/destructuring-params.shorthand-defaults-arrow.js: SyntaxError: 10: missing : after property
compat-table/es6/destructuring-params.sparse-array.js: ReferenceError: a is not defined
compat-table/es6/destructuring-params.string.js: ReferenceError: a is not defined
compat-table/es6/destructuring-params.throws-null-undefined.js: failed
compat-table/es6/destructuring-params.trailing-comma-iterable.js: ReferenceError: a is not defined
compat-table/es6/destructuring-params.trailing-comma-object.js: ReferenceError: a is not defined
compat-table/es6/for-of.array.js: SyntaxError: 11: Missing ;
compat-table/es6/for-of.astral-string.js: SyntaxError: 11: Missing ;
compat-table/es6/for-of.generator.js: SyntaxError: 11: missing ; before statement
compat-table/es6/for-of.iterable-instance.js: SyntaxError: 36: Missing ;
compat-table/es6/for-of.iterable.js: SyntaxError: 36: Missing ;
compat-table/es6/for-of.iterator-closing-break.js: SyntaxError: 37: Missing ;
compat-table/es6/for-of.iterator-closing-throw.js: SyntaxError: 38: Missing ;
compat-table/es6/for-of.sparse-array.js: SyntaxError: 12: Missing ;
compat-table/es6/for-of.string.js: SyntaxError: 11: Missing ;
compat-table/es6/function.block-level-decl.js: failed
compat-table/es6/generators.basic.js: SyntaxError: 11: missing ; before statement
compat-table/es6/generators.constructor.js: SyntaxError: 1: missing ; before statement
compat-table/es6/generators.expression.js: SyntaxError: 11: missing ; before statement
compat-table/es6/generators.no-new-this.js: SyntaxError: 11: missing ; before statement
compat-table/es6/generators.prototype-chain.js: TypeError: iterProto (type object) has no properties
compat-table/es6/generators.prototype.js: failed
compat-table/es6/generators.return.js: SyntaxError: 11: missing ; before statement
compat-table/es6/generators.sending.js: SyntaxError: 12: Missing ]
compat-table/es6/generators.shorthand.class.js: SyntaxError: 10: missing ; before statement
compat-table/es6/generators.shorthand.computed.class.js: SyntaxError: 11: missing ; before statement
compat-table/es6/generators.shorthand.computed.js: SyntaxError: 12: Invalid property name
compat-table/es6/generators.shorthand.js: SyntaxError: 11: Invalid property name
compat-table/es6/generators.shorthand.no-constructor.js: SyntaxError: 10: missing ; before statement
compat-table/es6/generators.shorthand.string-keyed.js: SyntaxError: 11: Invalid property name
compat-table/es6/generators.this.js: SyntaxError: 11: missing ; before statement
compat-table/es6/generators.throw.js: SyntaxError: 13: missing ; before statement
compat-table/es6/generators.yield-precedence.js: SyntaxError: 12: missing ; before statement
compat-table/es6/generators.yield-star.array.js: not yet implemented
compat-table/es6/generators.yield-star.astral-string.js: ReferenceError: yield is not defined
compat-table/es6/generators.yield-star.generator.js: SyntaxError: 11: missing ; before statement
compat-table/es6/generators.yield-star.iterable-instance.js: not yet implemented
compat-table/es6/generators.yield-star.iterable.js: not yet implemented
compat-table/es6/generators.yield-star.iterator-closing-throw.js: ReferenceError: yield is not defined
compat-table/es6/generators.yield-star.iterator-closing.js: not yet implemented
compat-table/es6/generators.yield-star.non-iterable-error.js: not yet implemented
compat-table/es6/generators.yield-star.sparse-array.js: not yet implemented
compat-table/es6/generators.yield-star.string.js: ReferenceError: yield is not defined
compat-table/es6/let.basic.js: SyntaxError: 10: missing ; before statement
compat-table/es6/let.block-scoped.js: SyntaxError: 10: missing ; before statement
compat-table/es6/let.for-in-shadow.js: failed
compat-table/es6/let.for-iteration.js: SyntaxError: 10: missing ; before statement
compat-table/es6/let.for-loop.js: SyntaxError: 10: missing ; before statement
compat-table/es6/let.no-statement.js: SyntaxError: 10: missing ; before statement
compat-table/es6/let.shadow.js: SyntaxError: 11: missing ; before statement
compat-table/es6/let.strict.basic.js: SyntaxError: 11: missing operand; found 100
compat-table/es6/let.strict.block-scoped.js: SyntaxError: 11: missing operand; found 100
compat-table/es6/let.strict.for-in-shadow.js: failed
compat-table/es6/let.strict.for-iteration.js: SyntaxError: 11: missing operand; found 100
compat-table/es6/let.strict.for-loop.js: SyntaxError: 11: missing operand; found 100
compat-table/es6/let.strict.no-statement.js: SyntaxError: 11: missing operand; found 100
compat-table/es6/let.strict.shadow.js: SyntaxError: 12: missing operand; found 100
compat-table/es6/let.strict.tdz.js: SyntaxError: 13: missing operand; found 100
compat-table/es6/let.tdz.js: SyntaxError: 12: missing ; before statement
compat-table/es6/literals.binary.Number.js: OK
compat-table/es6/literals.binary.js: SyntaxError: 9: missing ; before statement
compat-table/es6/literals.object.computed-accessors.js: SyntaxError: 13: missing : after property
compat-table/es6/literals.object.computed-properties.js: SyntaxError: 11: Invalid property name
compat-table/es6/literals.object.computed-shorthand-methods.js: SyntaxError: 11: Invalid property name
compat-table/es6/literals.object.shorthand-methods.js: SyntaxError: 10: missing : after property
compat-table/es6/literals.object.shorthand-properties.js: TypeError: can't access property "length", node2.params is undefined
compat-table/es6/literals.object.string-keyed-shorthand-methods.js: SyntaxError: 10: missing : after property
compat-table/es6/literals.octal.Number.js: OK
compat-table/es6/literals.octal.js: SyntaxError: 9: missing ; before statement
compat-table/es6/misc.Invalid-Date.js: OK
compat-table/es6/misc.Object.freeze.primitives.js: OK
compat-table/es6/misc.Object.getOwnPropertyDescriptor.primitives.js: OK
compat-table/es6/misc.Object.getOwnPropertyNames.primitives.js: OK
compat-table/es6/misc.Object.getPrototypeOf.primitives.js: failed
compat-table/es6/misc.Object.isExtensible.primitives.js: OK
compat-table/es6/misc.Object.isFrozen.primitives.js: OK
compat-table/es6/misc.Object.isSealed.primitives.js: OK
compat-table/es6/misc.Object.keys.primitives.js: OK
compat-table/es6/misc.Object.preventExtensions.primitives.js: OK
compat-table/es6/misc.Object.seal.primitives.js: OK
compat-table/es6/misc.Proxy.defineProperty.SetIntegrityLevel.js: OK
compat-table/es6/misc.Proxy.defineProperty.Set.js: OK
compat-table/es6/misc.Proxy.deleteProperty.Array.copyWithin.js: OK
compat-table/es6/misc.Proxy.deleteProperty.Array.pop.js: OK
compat-table/es6/misc.Proxy.deleteProperty.Array.reverse.js: OK
compat-table/es6/misc.Proxy.deleteProperty.Array.shift.js: OK
compat-table/es6/misc.Proxy.deleteProperty.Array.splice.js: OK
compat-table/es6/misc.Proxy.deleteProperty.Array.unshift.js: OK
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Function.bind.js: TypeError: can't access property "configurable", desc is undefined
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Object.assign.js: OK
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Object.hasOwnProperty.js: OK
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Set.js: OK
compat-table/es6/misc.Proxy.get.Array.concat.js: OK
compat-table/es6/misc.Proxy.get.Array.from.js: TypeError: Array.from is not callable
compat-table/es6/misc.Proxy.get.Array.iteration.js: OK
compat-table/es6/misc.Proxy.get.Array.pop.js: OK
compat-table/es6/misc.Proxy.get.Array.reverse.js: OK
compat-table/es6/misc.Proxy.get.Array.shift.js: OK
compat-table/es6/misc.Proxy.get.Array.splice.js: OK
compat-table/es6/misc.Proxy.get.Array.toString.js: OK
compat-table/es6/misc.Proxy.get.ClassDefinitionEvaluation.js: SyntaxError: 13: missing ; before statement
compat-table/es6/misc.Proxy.get.CreateDynamicFunction.js: failed
compat-table/es6/misc.Proxy.get.CreateListFromArrayLike.js: OK
compat-table/es6/misc.Proxy.get.Date.toJSON.js: OK
compat-table/es6/misc.Proxy.get.Error.toString.js: OK
compat-table/es6/misc.Proxy.get.Function.bind.js: TypeError: can't access property "configurable", desc is undefined
compat-table/es6/misc.Proxy.get.HasBinding.js: TypeError: /zoo/dist/arm64/narcissus:1840:39 TypeError: this.x.pushTarget(...).next is not a function
compat-table/es6/misc.Proxy.get.IteratorComplete.js: SyntaxError: 22: Missing ;
compat-table/es6/misc.Proxy.get.JSON.stringify.js: OK
compat-table/es6/misc.Proxy.get.Object.assign.js: OK
compat-table/es6/misc.Proxy.get.Object.defineProperties.js: OK
compat-table/es6/misc.Proxy.get.Promise.resolve.js: OK
compat-table/es6/misc.Proxy.get.RegExp-constructor.js: OK
compat-table/es6/misc.Proxy.get.RegExp.Symbol.match.js: TypeError: RegExp.prototype[Symbol.match] (type undefined) has no properties
compat-table/es6/misc.Proxy.get.RegExp.Symbol.replace.js: TypeError: RegExp.prototype[Symbol.replace] (type undefined) has no properties
compat-table/es6/misc.Proxy.get.RegExp.Symbol.search.js: TypeError: RegExp.prototype[Symbol.search] (type undefined) has no properties
compat-table/es6/misc.Proxy.get.RegExp.Symbol.split.js: TypeError: RegExp.prototype[Symbol.split] (type undefined) has no properties
compat-table/es6/misc.Proxy.get.RegExp.flags.js: OK
compat-table/es6/misc.Proxy.get.RegExp.test.js: OK
compat-table/es6/misc.Proxy.get.RegExp.toString.js: OK
compat-table/es6/misc.Proxy.get.String.match.js: OK
compat-table/es6/misc.Proxy.get.String.raw.js: TypeError: String.raw is not callable
compat-table/es6/misc.Proxy.get.String.replace.js: OK
compat-table/es6/misc.Proxy.get.String.search.js: OK
compat-table/es6/misc.Proxy.get.String.split.js: OK
compat-table/es6/misc.Proxy.get.ToPrimitive.js: OK
compat-table/es6/misc.Proxy.get.ToPropertyDescriptor.js: OK
compat-table/es6/misc.Proxy.get.instanceof.js: TypeError: can't access property "configurable", desc is undefined
compat-table/es6/misc.Proxy.ownKeys.SerializeJSONObject.js: OK
compat-table/es6/misc.Proxy.ownKeys.SetIntegrityLevel.js: OK
compat-table/es6/misc.Proxy.ownKeys.TestIntegrityLevel.js: OK
compat-table/es6/misc.Proxy.set.Array.copyWithin.js: OK
compat-table/es6/misc.Proxy.set.Array.fill.js: OK
compat-table/es6/misc.Proxy.set.Array.from.js: TypeError: Array.from (type undefined) has no properties
compat-table/es6/misc.Proxy.set.Array.of.js: TypeError: Array.of (type undefined) has no properties
compat-table/es6/misc.Proxy.set.Array.pop.js: OK
compat-table/es6/misc.Proxy.set.Array.push.js: OK
compat-table/es6/misc.Proxy.set.Array.reverse.js: OK
compat-table/es6/misc.Proxy.set.Array.shift.js: OK
compat-table/es6/misc.Proxy.set.Array.splice.js: OK
compat-table/es6/misc.Proxy.set.Array.unshift.js: OK
compat-table/es6/misc.Proxy.set.Object.assign.js: OK
compat-table/es6/misc.RegExp-alter-flags.js: OK
compat-table/es6/misc.RegExp-prototype-toString-generic.js: OK
compat-table/es6/misc.accessors-no-constructor.js: failed
compat-table/es6/misc.bound-function-prototype.arrow.js: SyntaxError: 10: missing operand; found )
compat-table/es6/misc.bound-function-prototype.class.js: SyntaxError: 10: missing ; before statement
compat-table/es6/misc.bound-function-prototype.function.js: TypeError: can't access property "configurable", desc is undefined
compat-table/es6/misc.bound-function-prototype.generator.js: TypeError: can't access property "configurable", desc is undefined
compat-table/es6/misc.bound-function-prototype.subclass.js: SyntaxError: 10: missing ; before statement
compat-table/es6/misc.do-while-no-semicolon.js: TypeError: /zoo/dist/arm64/narcissus:1757:39 TypeError: this.x.pushTarget(...).next is not a function
compat-table/es6/misc.duplicate-properties-strict.js: failed
compat-table/es6/misc.for-in-no-assignment-strict.js: OK
compat-table/es6/misc.function-length-configurable.js: TypeError: can't access property "configurable", desc is undefined
compat-table/es6/misc.identifier-syntax.no-escaped-reserved.js: OK
compat-table/es6/misc.identifier-syntax.var-1.js: OK
compat-table/es6/misc.identifier-syntax.var-2.js: SyntaxError: 9: Illegal token
compat-table/es6/misc.property-order.JSON.parse.js: OK
compat-table/es6/misc.property-order.JSON.stringify.js: OK
compat-table/es6/misc.property-order.Object.assign.js: OK
compat-table/es6/misc.property-order.Object.getOwnPropertyNames.js: OK
compat-table/es6/misc.property-order.Object.keys.js: OK
compat-table/es6/misc.property-order.Reflect.ownKeys.string.js: OK
compat-table/es6/misc.property-order.Reflect.ownKeys.symbol.js: failed
compat-table/es6/misc.prototypes-not-instances.js: OK
compat-table/es6/new-target.assignment-error.js: SyntaxError: 12: missing operand; found .
compat-table/es6/new-target.constructor.js: SyntaxError: 12: missing operand; found .
compat-table/es6/regex.flags.u.case-folding.js: failed
compat-table/es6/regex.flags.u.codepoint.js: failed
compat-table/es6/regex.flags.u.js: failed
compat-table/es6/regex.flags.u.non-bmp.js: failed
compat-table/es6/regex.flags.y.js: OK
compat-table/es6/regex.flags.y.lastIndex.js: OK
compat-table/es6/rest-params.arguments.js: SyntaxError: 10: missing formal parameter
compat-table/es6/rest-params.basic.js: SyntaxError: 10: missing formal parameter
compat-table/es6/rest-params.length.js: SyntaxError: 10: missing formal parameter
